modello,temperatura,sample_id,copertura,C_lag1,ampiezza,rumore,max_fft,gapelmaper,fase
Qwen3.5-2B-Base,0.9,1,0.9750731188513693,0.055359791964292526,0.13724367320537567,0.009777399711310863,1.1152749698999176,0.9737899244729086,critico (power law)
Qwen3.5-2B-Base,0.9,2,0.9983351831298557,0.026577914133667946,0.20177938044071198,0.012283161282539368,4.018863582688803,1.0075477121041587,solido (periodico)
Qwen3.5-2B-Base,0.9,3,0.9940832336125516,0.015560653991997242,0.4664364755153656,0.01041128858923912,4.429642715151977,0.9652881080856862,solido (periodico)
Qwen3.5-2B-Base,0.9,4,0.9880101452617016,0.039905011653900146,0.08710835129022598,0.009044681675732136,0.8621458307799711,0.9689558583245228,critico (power law)
Qwen3.5-2B-Base,0.9,5,0.9979137264527214,0.11760412156581879,0.5699834227561951,0.024992873892188072,10.040401747178846,1.001847620053319,solido (periodico)
Qwen3.5-2B-Base,1.0,1,0.923612576492931,0.24752381443977356,0.2592357099056244,0.016922662034630775,0.3035853617669422,3.6291310392902627,gas (amorfo)
Qwen3.5-2B-Base,1.0,2,0.5578635014836796,-0.021169696003198624,0.02608107402920723,0.007466260809451342,0.17754382483061054,0.7985792365438265,critico (power law)
Qwen3.5-2B-Base,1.0,3,0.9064936810970691,0.03598105162382126,0.03598105162382126,0.008682120591402054,0.1131591559596362,0.8003757943757644,critico (power law)
Qwen3.5-2B-Base,1.0,4,0.9232981783317353,0.041549425572156906,0.041549425572156906,0.01323771197348833,0.1821063823168867,1.3478106048344203,gas (amorfo)
Qwen3.5-2B-Base,1.0,5,0.4501891551071879,0.02523849345743656,0.02523849345743656,0.005270495545119047,0.05520496087356901,0.9743993268357242,non valutabile
Qwen3.5-2B-Base,1.1,1,0.3898468754310939,0.010943539440631866,0.010943539440631866,0.0042653619311749935,0.041042521866621294,1.1155842735294013,non valutabile
Qwen3.5-2B-Base,1.1,2,0.2571154461144867,0.01924901083111763,0.01924901083111763,0.0038672250229865313,0.11286448001452853,1.247497919406871,non valutabile
Qwen3.5-2B-Base,1.1,3,0.30130385487528344,0.018192552030086517,0.018192552030086517,0.0032989983446896076,0.046962730074154975,1.7015399702884317,non valutabile
Qwen3.5-2B-Base,1.1,4,0.23181686467690524,0.012347187846899033,0.012347187846899033,0.0029035890474915504,0.08023377993141745,1.641625582346902,non valutabile
Qwen3.5-2B-Base,1.1,5,0.2542571931884909,0.02318171039223671,0.02318171039223671,0.002960097510367632,0.06852229543087816,1.7724053567641331,non valutabile
Qwen3.5-2B-Base,1.2,1,0.26006261180679785,0.0051627811044454575,0.0051627811044454575,0.002237982815131545,0.057992560345836844,1.0200541026802143,non valutabile
Qwen3.5-2B-Base,1.2,2,0.20492565055762083,0.003760935040190816,0.003760935040190816,0.0021948579233139753,0.04557115107134553,0.790479053964341,non valutabile
Qwen3.5-2B-Base,1.2,3,0.20827456511518572,0.003245348110795021,0.0038431338034570217,0.0020592694636434317,0.04557595533805548,0.7519865140359159,non valutabile
Qwen3.5-2B-Base,1.2,4,0.27607476635514017,0.00523077417165041,0.00523077417165041,0.002086982596665621,0.02732109984228263,0.8233538187033087,non valutabile
Qwen3.5-2B-Base,1.2,5,0.27963396467333473,0.009696808643639088,0.00994501169770956,0.0024237351026386023,0.08215576643888872,3.681402809294252,non valutabile
Qwen3.5-2B-Base,1.3,1,0.25380287559908316,0.002611872972920537,0.0035773473791778088,0.002135780407115817,0.032168967297629525,0.8480365550449666,non valutabile
Qwen3.5-2B-Base,1.3,2,0.2550980392156863,0.002367106731981039,0.002367106731981039,0.0019688187167048454,0.013178212427257424,1.0203781566696257,non valutabile
Qwen3.5-2B-Base,1.3,3,0.2517768684040491,0.0033259422052651644,0.0033259422052651644,0.002074016258120537,0.020493725208703635,1.0516913140767197,non valutabile
Qwen3.5-2B-Base,1.3,4,0.25426356589147286,0.01145534124225378,0.01145534124225378,0.0026918610092252493,0.14184990323247287,1.046918877188069,non valutabile
